-0.180434,14.0246,-1,0.152649,0.78961
-0.35589,42.5296,-1,0.168087,-0.220491
0.490974,29.9557,1,0.159286,-0.596173
-0.714077,21.5542,1,0.165722,1.52523
-0.369744,20.6455,1,0.15536,-0.0481565
-0.538251,30.9856,-1,0.165306,0.277485
0.0503946,30.4935,1,0.164502,0.194144
0.636157,50.8478,1,0.173921,0.178119
0.524879,19.1392,1,0.150524,-0.633846
-0.198274,20.0235,1,0.164699,1.51668
-0.816372,23.5362,1,0.165971,1.2615
0.453039,40.9549,-1,0.167617,-0.18783
0.262938,29.996,1,0.166684,0.56403
0.920482,31.764,1,0.163087,-0.098103
-0.299327,27.0035,1,0.169945,1.3608
0.891499,13.1331,1,0.156194,1.18401
0.864235,33.7587,-1,0.16917,0.53595
0.0596955,27.8092,1,0.168251,1.03533
0.588531,15.8977,1,0.152149,0.295238
-0.167804,58.8005,-1,0.180753,0.757311
-0.451772,22.7998,-1,0.151855,-0.986843
-0.240733,22.0454,1,0.151523,-0.906563
0.767278,14.3582,-1,0.143146,-1.04075
0.728474,29.4865,-1,0.171794,1.48303
-0.799635,24.5447,1,0.15335,-1.04925
-0.738432,19.9318,1,0.151104,-0.710686
0.805337,17.7306,-1,0.160722,1.4051
-0.282205,23.4332,-1,0.160489,0.371386
-0.0821178,11.1406,1,0.143806,0.0757798
0.420267,36.0838,-1,0.176007,1.4077
0.277745,28.0833,1,0.168987,1.12925
-0.0640423,11.5036,1,0.139786,-0.77613
-0.761623,19.5482,1,0.165538,1.86819
-0.632128,16.4698,-1,0.145708,-1.00768
-0.873608,32.938,1,0.160172,-0.625004
0.877447,46.0975,1,0.176582,0.679765
0.627956,17.8493,1,0.156466,0.634349
0.88639,38.1395,-1,0.162952,-0.57788
0.871128,36.846,1,0.174512,0.974783
-0.0547427,29.0305,-1,0.169952,1.16552
0.187129,21.4226,-1,0.158072,0.275075
-0.184429,47.3846,-1,0.175502,0.584564
-0.54069,14.4207,1,0.143498,-0.922522
0.851372,25.1868,1,0.167228,1.09696
-0.738553,14.3667,-1,0.148352,-0.0172024
-0.709954,34.6299,1,0.171498,0.93841
-0.136315,54.148,-1,0.169612,-0.646229
-0.471526,30.734,-1,0.167747,0.675911
-0.895931,16.4086,-1,0.145321,-0.782994
-0.895148,19.9822,1,0.161175,0.751185
0.611989,21.5486,1,0.167129,1.70217
0.949657,38.0901,1,0.170603,0.230238
0.137703,39.9987,-1,0.164283,-0.650354
0.0655505,32.3889,1,0.163041,-0.217162
-0.327985,21.099,1,0.166352,1.59067
0.251586,24.8741,-1,0.160458,0.184438
0.00573902,14.5654,-1,0.158005,1.51165
-0.701282,15.4653,1,0.161142,1.91947
-0.352898,21.2058,1,0.157073,0.146711
0.54057,13.4736,-1,0.142619,-0.840183
0.227967,55.4864,-1,0.175601,0.187647
-0.146066,22.933,1,0.151559,-1.04298
0.384502,24.0035,-1,0.169085,1.61993
0.26481,38.432,-1,0.166079,-0.242485
-0.534253,25.9793,-1,0.168143,1.25049
-0.725295,32.3929,-1,0.15912,-0.922208
0.0975645,27.8798,-1,0.167692,0.942126
0.601986,26.9587,1,0.168752,1.24469
0.903133,58.4005,-1,0.179487,0.449479
0.95041,19.4004,1,0.165058,0.797694
0.326314,36.271,1,0.174929,1.23263
0.608221,11.7676,1,0.148524,0.73037
-0.724227,39.4033,1,0.168617,0.0830622
