0.88836,16.4494,1,0.152221,0.1455
0.746392,12.611,1,0.153051,1.31438
0.805805,54.2009,1,0.177013,0.49015
0.490974,29.9557,1,0.159286,-0.596173
0.433438,14.5963,1,0.158237,1.55499
0.185507,12.0528,1,0.140561,-0.799003
0.206643,19.6409,1,0.150164,-0.762117
0.496848,16.7375,1,0.147449,-0.7169
-0.724305,35.1263,1,0.164229,-0.290915
0.00160126,26.7356,1,0.156495,-0.696044
0.274503,31.0186,1,0.158231,-0.888644
0.850003,30.4528,1,0.16175,-0.220706
-0.369744,20.6455,1,0.15536,-0.0481565
0.375738,32.0102,1,0.166907,0.420938
-0.563895,35.8136,1,0.168126,0.285495
0.733424,18.3857,1,0.161717,1.42848
0.943922,27.3791,1,0.15889,-0.194664
0.0503946,30.4935,1,0.164502,0.194144
0.734534,17.2421,1,0.149486,-0.482517
0.524879,19.1392,1,0.150524,-0.633846
0.876125,23.2409,1,0.15211,-0.835316
0.175699,29.6557,1,0.161533,-0.189186
0.413765,12.7515,1,0.145674,-0.0687461
-0.288793,15.4995,1,0.150863,0.154103
-0.672284,20.5329,1,0.154796,-0.131013
-0.149228,22.0556,1,0.158312,0.220123
0.0677884,10.14,1,0.1433,0.322793
0.262938,29.996,1,0.166684,0.56403
0.827258,47.3986,1,0.169668,-0.279371
0.920482,31.764,1,0.163087,-0.098103
0.331563,59.6046,1,0.173072,-0.371262
0.944041,41.211,1,0.168851,-0.0074399
0.922819,59.6868,1,0.171344,-0.411079
0.228494,11.9195,1,0.144303,-0.0738176
0.778909,33.8128,1,0.165385,0.0263285
0.0596955,27.8092,1,0.168251,1.03533
-0.761786,34.6816,1,0.170951,0.86354
0.588531,15.8977,1,0.152149,0.295238
0.14544,38.8226,1,0.166298,-0.237204
0.489644,21.0722,1,0.152108,-0.669235
-0.559418,49.6848,1,0.168987,-0.52729
-0.026243,15.1199,1,0.1435,-1.06743
0.660983,38.3205,1,0.171413,0.600308
0.443131,21.5468,1,0.156951,0.07578
-0.240733,22.0454,1,0.151523,-0.906563
0.848732,52.8826,1,0.171535,-0.27288
-0.799635,24.5447,1,0.15335,-1.04925
0.920858,31.2322,1,0.157972,-0.608153
-0.738432,19.9318,1,0.151104,-0.710686
-0.233548,11.7938,1,0.145412,0.15854
0.930484,31.856,1,0.159589,-0.441288
-0.0821178,11.1406,1,0.143806,0.0757798
-0.562099,35.5752,1,0.163156,-0.493452
0.956402,12.1932,1,0.145846,0.0513397
-0.862456,13.3386,1,0.1407,-1.01787
0.149485,21.5964,1,0.161894,0.850688
0.942638,27.5561,1,0.160839,-0.0395916
0.708166,20.8867,1,0.153408,-0.4437
-0.0640423,11.5036,1,0.139786,-0.77613
-0.873608,32.938,1,0.160172,-0.625004
0.627956,17.8493,1,0.156466,0.634349
0.816795,14.4545,1,0.150683,0.375635
-0.913242,53.4143,1,0.174225,0.058626
