0.88836	16.4494	1	0.152221	0.1455
-0.739272	34.3767	-1	0.16851	0.490416
-0.575294	21.2641	1	0.157932	0.295093
0.0987249	12.8946	-1	0.148247	0.339306
-0.00954809	26.8733	-1	0.156535	-0.703436
-0.724305	35.1263	1	0.164229	-0.290915
0.00160126	26.7356	1	0.156495	-0.696044
0.734534	17.2421	1	0.149486	-0.482517
0.18632	23.891	-1	0.153067	-0.914641
-0.901938	11.9547	-1	0.147075	0.295272
0.482947	38.8013	-1	0.162317	-0.884727
0.332457	19.0413	-1	0.147848	-1.08032
-0.672284	20.5329	1	0.154796	-0.131013
-0.946557	39.1792	1	0.172471	0.337479
-0.953364	27.21	-1	0.158514	-0.188446
-0.771703	50.8286	-1	0.168208	-0.767209
-0.320312	16.1899	-1	0.146772	-0.711879
-0.427127	12.3035	-1	0.143105	-0.402027
-0.372993	44.7425	1	0.169642	-0.124137
0.905648	22.8582	-1	0.157368	-0.0339802
-0.843155	36.4937	1	0.165483	-0.178114
-0.352174	11.5651	-1	0.144333	0.0383595
0.14544	38.8226	1	0.166298	-0.237204
0.0758274	15.0933	1	0.14661	-0.492837
-0.559418	49.6848	1	0.168987	-0.52729
-0.026243	15.1199	1	0.1435	-1.06743
-0.784083	23.3129	-1	0.152804	-0.978431
0.506712	42.5603	-1	0.165233	-0.683585
-0.862456	13.3386	1	0.1407	-1.01787
0.779063	15.6491	-1	0.146401	-0.724586
-0.130056	41.6001	-1	0.170047	0.139943
0.929819	36.6524	-1	0.162247	-0.435275
-0.900552	24.6001	1	0.161533	0.286081
0.816795	14.4545	1	0.150683	0.375635
-0.913242	53.4143	1	0.174225	0.058626
-0.179758	36.4415	1	0.168417	0.269533
-0.000277952	26.7747	1	0.157907	-0.462943
-0.899786	16.7934	-1	0.150946	-0.0772761
-0.143955	41.4403	1	0.166661	-0.366794
-0.518584	46.1474	-1	0.166147	-0.769758
-0.662759	35.1727	-1	0.166885	0.147159
-0.878145	42.5011	-1	0.168548	-0.123021
-0.954649	16.6587	-1	0.145996	-0.432899
0.269427	10.541	1	0.143644	0.244455
-0.952219	30.3968	-1	0.170047	0.489488
-0.608268	20.9264	1	0.151826	-0.7201
-0.904281	43.6116	-1	0.170771	0.0862934
-0.904414	44.2754	-1	0.170534	0.0296656
-0.207958	28.5548	-1	0.162837	0.133037
0.652971	39.7003	1	0.16464	-0.592903
0.799221	21.2178	1	0.15038	-1.09978
-0.724002	18.1989	1	0.148264	-0.913528
0.723443	13.1727	-1	0.149286	0.477818
-0.240163	53.1574	1	0.174742	0.170745
-0.186005	38.1304	-1	0.16187	-0.891967
-0.891227	27.1431	-1	0.161686	0.08424
-0.147368	20.7645	-1	0.15203	-0.630179
-0.453773	20.4924	1	0.150573	-0.842652
-0.427588	32.099	-1	0.162791	-0.229635
-0.289006	23.9566	-1	0.160733	0.344821
-0.152814	19.9628	1	0.15395	-0.172694
0.594123	42.9051	1	0.16525	-0.716094
0.553362	29.0961	-1	0.163417	0.171707
-0.0253996	27.8559	-1	0.160101	-0.227231
-0.880603	38.5208	-1	0.165877	-0.232109
-0.186966	12.0019	1	0.141995	-0.508281
-0.943599	40.3125	-1	0.174154	0.435658
-0.238177	26.4516	1	0.1624	0.29856
-0.278128	25.0945	-1	0.156776	-0.440745
0.508972	17.7304	-1	0.152487	-0.0251823
-0.858112	13.9489	-1	0.148903	0.165556
0.189557	11.0725	-1	0.145378	0.373116
0.942749	14.509	-1	0.143846	-0.455971
0.682013	11.6481	-1	0.146657	0.446635
0.582808	56.8908	1	0.171796	-0.457667
0.905292	52.3005	1	0.175957	0.285084
-0.436441	20.2105	1	0.157352	0.350433
0.128702	43.6001	1	0.167944	-0.312035
0.465909	15.1176	-1	0.146258	-0.564408
-0.69883	51.4178	-1	0.172715	-0.0404128
0.204779	18.7806	-1	0.152593	-0.198436
0.288354	31.5257	1	0.160137	-0.602964
0.406028	17.6162	-1	0.14847	-0.705208
-0.708822	56.7918	-1	0.17479	0.0103299
-0.267596	48.6761	1	0.17001	-0.298513
0.353143	19.0421	1	0.153344	-0.119849
0.531012	19.8933	1	0.154883	-0.00567783
-0.651841	49.0151	-1	0.169335	-0.444355
-0.321019	41.315	1	0.169642	0.0985784
0.817313	45.9914	1	0.173495	0.393234
-0.296721	33.5885	1	0.16195	-0.501061
0.41324	14.6205	1	0.146081	-0.474405
-0.13849	16.045	-1	0.147188	-0.600253
-0.821594	19.0501	-1	0.156526	0.417862
0.305075	42.7285	1	0.172767	0.469303
-0.758966	31.8451	1	0.159416	-0.82467
-0.323472	17.7034	1	0.147474	-0.894395
-0.308541	19.6908	-1	0.148612	-1.05849
-0.781801	13.8368	1	0.142902	-0.946316
-0.828896	39.0284	-1	0.169025	0.167637
-0.350225	37.9981	1	0.167429	-0.000624047
-0.640183	24.3971	1	0.160227	0.214553
-0.661576	45.8315	1	0.169632	-0.201907
0.812022	40.6337	-1	0.169428	0.120071
-0.017649	43.0667	-1	0.164997	-0.743595
0.31547	59.1783	1	0.175607	0.024368
-0.25414	14.054	-1	0.147053	-0.166239
0.725672	30.9579	-1	0.160357	-0.551898
0.177003	19.6289	1	0.14914	-0.934983
0.694	28.678	-1	0.16013	-0.332829
-0.0477209	11.1665	-1	0.141076	-0.427282
-0.924039	42.7654	-1	0.17198	0.22227
-0.453209	17.1002	1	0.150099	-0.312352
0.934357	19.9649	1	0.152998	-0.193777
0.929475	45.1497	1	0.175087	0.39907
-0.00811194	30.702	1	0.15888	-0.729226
0.0650519	12.3181	1	0.148244	0.498082
-0.466129	50.3176	1	0.167454	-0.798328
-0.387126	35.0851	-1	0.167551	0.24994
0.75177	36.7424	1	0.161314	-0.953913
-0.912846	57.3968	1	0.171314	-0.374291
-0.935923	24.0648	1	0.162947	0.385675
-0.394346	32.2151	1	0.165006	0.109548
-0.0662752	42.0025	1	0.171063	0.265011
-0.271197	37.7515	-1	0.161763	-0.880317
-0.894819	28.0172	1	0.15758	-0.50948
-0.785635	31.9261	-1	0.165446	0.225782
-0.314423	31.987	1	0.163052	-0.177002
-0.785059	50.9783	-1	0.174307	0.244068
-0.886302	25.0336	1	0.158178	-0.164611
-0.571434	18.6864	-1	0.148325	-0.955967
-0.717847	19.4801	1	0.15077	-0.674914
-0.7343	19.3514	-1	0.152873	-0.272574
-0.684742	29.3063	1	0.163008	0.0852056
-0.897447	16.8669	-1	0.148631	-0.395214
-0.786469	18.3279	1	0.149445	-0.727778
-0.949813	39.5479	1	0.173141	0.360402
-0.35415	34.2191	1	0.166283	0.127579
-0.645817	28.6221	-1	0.158982	-0.511674
-0.0851301	15.071	-1	0.144808	-0.81501
-0.454045	25.2209	1	0.161553	0.317616
-0.173469	37.4036	-1	0.169694	0.386868
-0.358846	32.0989	1	0.160173	-0.654659
-0.475771	44.4832	-1	0.168725	-0.251501
-0.500362	50.2691	-1	0.170236	-0.354431
0.194073	57.8868	1	0.176824	0.256412
-0.931765	35.2643	1	0.164438	-0.147651
-0.913478	26.3612	1	0.163442	0.324116
0.365113	54.2403	1	0.174782	0.127532
0.362831	51.3363	-1	0.173882	0.139872
-0.889934	59.9384	1	0.173023	-0.30841
-0.471001	18.9611	1	0.151015	-0.510008
-0.515172	37.8476	-1	0.169403	0.316906
-0.601799	22.095	1	0.156415	-0.097845
-0.93904	14.1171	1	0.144645	-0.344764
-0.229041	14.6088	1	0.14725	-0.266816
0.485316	16.6686	1	0.149019	-0.41448
-0.28807	28.9092	1	0.159816	-0.393083
-0.16329	13.8153	-1	0.143266	-0.781549
-0.604539	27.28	1	0.160481	-0.104541
-0.954721	47.256	1	0.170956	-0.0339928
-0.873179	14.9183	-1	0.150285	0.159264
0.0134193	15.2532	1	0.146023	-0.632569
-0.945386	17.7303	-1	0.1488	-0.34237
-0.73904	49.9292	1	0.173913	0.235496
0.144275	40.0676	1	0.169897	0.227063
-0.476512	34.0605	-1	0.168426	0.473605
-0.825314	18.8359	1	0.148765	-0.88989
0.854094	28.6742	1	0.161475	-0.0880659
0.155451	12.4822	1	0.145066	-0.101108
-0.198083	25.0771	1	0.156026	-0.566903
-0.407863	21.2179	-1	0.150205	-1.08696
-0.517443	15.6303	1	0.145648	-0.798761
-0.469031	56.9827	-1	0.174216	-0.0847762
0.872247	13.1283	-1	0.147658	0.149887
-0.905658	11.9422	1	0.143653	-0.14251
-0.799562	24.0067	-1	0.154784	-0.701393
0.384757	27.9385	1	0.161949	0.0610339
-0.895165	41.0287	1	0.173337	0.471092
-0.922931	20.8046	-1	0.158412	0.273462
0.564964	14.3481	-1	0.143052	-0.986345
-0.875609	27.0142	-1	0.156999	-0.540106
-0.279654	40.2874	1	0.164364	-0.662071
0.680506	36.6316	-1	0.164676	-0.34288
-0.924913	11.8636	-1	0.148845	0.460323
0.163534	20.2097	1	0.154873	-0.0594552
0.948678	45.7014	1	0.170214	-0.0474972
-0.694783	52.9426	-1	0.169508	-0.643242
0.771156	36.439	1	0.165659	-0.168872
0.624766	18.5217	-1	0.151293	-0.391716
0.860359	24.8208	-1	0.15603	-0.472143
0.344186	41.2449	1	0.164084	-0.762633
-0.0821803	11.7702	-1	0.143086	-0.247929
0.506725	26.9129	-1	0.163062	0.355852
-0.75591	46.7947	1	0.173091	0.29751
-0.437154	46.1888	1	0.168233	-0.444843
-0.834425	43.161	-1	0.171842	0.303351
0.486435	15.5146	1	0.145061	-0.886051
0.260074	42.9687	-1	0.168531	-0.180889
0.624055	10.0545	1	0.139512	-0.351811
0.654426	26.7253	-1	0.16189	0.197131
-0.0809783	19.2624	1	0.151556	-0.463278
0.44408	31.8642	-1	0.166136	0.318806
0.00619007	33.388	1	0.160642	-0.696282
0.572146	40.4615	-1	0.165119	-0.559521
-0.826367	45.5374	-1	0.166019	-0.748684
-0.618911	39.7654	-1	0.164312	-0.647696
0.0812713	52.0658	-1	0.173702	0.075316
0.354833	25.4375	-1	0.157693	-0.333052
0.785656	59.779	-1	0.172325	-0.544864
0.0947647	46.2295	1	0.170633	-0.0632968
0.297008	16.1563	1	0.146722	-0.712098
0.171095	19.0934	1	0.153599	-0.0879087
-0.291168	51.1762	1	0.169936	-0.445391
0.381753	23.7683	1	0.154625	-0.635103
0.906572	19.5687	1	0.158108	0.409851
-0.0346288	15.9949	-1	0.146118	-0.781079
0.930894	41.4056	-1	0.174651	0.496577
-0.784354	16.1709	1	0.145292	-1.06814
-0.570545	39.2332	-1	0.165868	-0.345781
-0.0862327	36.1229	1	0.167877	0.212844
-0.171072	13.902	-1	0.149083	0.221446
-0.34206	51.9672	-1	0.171679	-0.221986
-0.190694	29.3555	1	0.158453	-0.658661
-0.66752	19.7251	-1	0.154336	-0.0726376
0.276443	27.3416	-1	0.164003	0.446407
-0.483115	26.2194	-1	0.162337	0.321583
-0.876923	32.0723	1	0.161238	-0.389809
-0.0396696	35.1959	-1	0.162968	-0.47742
-0.267108	21.1759	-1	0.151743	-0.749758
-0.128319	14.2372	1	0.147616	-0.112419
-0.664443	34.6838	1	0.160276	-0.920131
-0.929974	16.9282	1	0.14654	-0.551446
0.292535	25.704	1	0.15681	-0.507758
0.0103581	24.1493	1	0.159465	0.118211
0.0301356	27.979	-1	0.162622	0.162299
0.471047	14.5447	1	0.144189	-0.810177
-0.502686	26.2242	-1	0.162696	0.378843
0.0430205	18.4527	-1	0.153986	0.0933319
-0.806464	35.0226	1	0.162614	-0.563185
-0.783221	20.9514	-1	0.156694	0.137112
-0.494772	38.2805	1	0.166033	-0.242505
0.105525	22.0774	-1	0.154321	-0.440395
0.484192	28.1678	-1	0.162001	0.043742
-0.485993	21.8262	-1	0.154495	-0.376104
-0.508053	18.3722	-1	0.150673	-0.459765
-0.447113	32.1073	1	0.159394	-0.791622
0.401342	15.6043	1	0.146248	-0.683574
-0.799215	30.0317	-1	0.15973	-0.576549
0.63208	12.2219	1	0.1426	-0.488609
0.389447	10.8496	1	0.14121	-0.298017
0.0587074	38.6544	1	0.16507	-0.416907
0.0809149	58.4029	-1	0.176712	0.209574
-0.747801	49.1217	1	0.168454	-0.614197
-0.208289	20.7342	-1	0.156952	0.199303
-0.762183	16.4354	-1	0.152164	0.192512
0.0416773	17.8476	-1	0.151257	-0.255706
-0.265466	22.1961	1	0.152212	-0.82072
0.53962	27.7871	1	0.163114	0.266481
-0.206718	21.5348	-1	0.150869	-0.961094
-0.772253	15.0466	1	0.150515	0.216523
-0.713482	47.5415	1	0.165947	-0.93326
-0.46178	20.6436	1	0.157222	0.26076
-0.876054	37.7731	-1	0.165028	-0.300728
-0.472421	13.9385	-1	0.145963	-0.333051
0.919222	12.8492	-1	0.146085	-0.0153934
-0.855776	16.72	1	0.147535	-0.628926
-0.605666	16.9545	-1	0.147236	-0.820854
-0.54164	14.6555	-1	0.14888	0.00710601
-0.528165	41.7651	-1	0.16432	-0.786882
-0.828224	42.4315	1	0.167214	-0.352323
0.174788	24.482	-1	0.156873	-0.347826
-0.652275	17.308	1	0.150317	-0.330392
-0.783652	26.3009	1	0.159142	-0.225104
-0.863962	47.1989	1	0.168554	-0.389706
0.172873	30.9323	-1	0.163581	0.00766648
-0.00784239	19.7446	-1	0.151426	-0.562894
0.0150294	33.8779	-1	0.160443	-0.791027
-0.430097	33.1458	1	0.159765	-0.806374
-0.577125	24.8984	1	0.158797	-0.0891725
-0.611519	11.7942	-1	0.139174	-1.01917
0.850358	13.4121	-1	0.14971	0.420071
0.885574	34.1926	-1	0.168164	0.334464
0.865499	51.1124	1	0.176062	0.41285
-0.65599	30.9175	1	0.158588	-0.841999
0.231356	52.3943	-1	0.168342	-0.755812
-0.331962	11.0766	-1	0.139119	-0.767292
-0.76675	33.5738	1	0.168161	0.48844
-0.803882	23.9862	-1	0.15276	-1.07179
-0.638842	15.1146	-1	0.149814	0.0644529
-0.585216	16.6855	-1	0.151096	-0.0579959
-0.757811	18.1294	1	0.154367	0.235219
-0.689311	19.8096	-1	0.156349	0.265225
-0.579671	22.8426	1	0.151698	-1.03043
0.835379	28.5096	1	0.161329	-0.0995619
0.0114241	24.3486	1	0.156446	-0.40267
0.460629	17.2473	-1	0.152806	0.123046
0.405027	20.2512	-1	0.152403	-0.486954
0.3182	16.5392	-1	0.146838	-0.7749
0.0471868	22.9754	1	0.159139	0.223204
-0.720057	21.5237	1	0.152555	-0.704772
-0.351476	33.7383	-1	0.161681	-0.552781
0.810067	34.869	-1	0.163151	-0.442378
0.425251	13.1765	-1	0.141189	-1.01754
-0.655345	45.5098	-1	0.172874	0.329654
-0.246642	16.6509	1	0.145583	-1.02503
-0.200873	50.0313	-1	0.167709	-0.729066
-0.387483	17.3996	1	0.154058	0.301809
0.60312	11.0266	-1	0.141112	-0.389349
0.810238	49.4152	1	0.175389	0.491475
-0.956841	32.1349	-1	0.167957	0.244033
-0.755939	14.3449	-1	0.142128	-1.24334
-0.687712	56.5033	1	0.169703	-0.796241
-0.56841	11.2967	-1	0.14279	-0.159516
0.276363	28.3672	1	0.164753	0.449968
-0.729397	13.2333	1	0.14258	-0.822777
0.0265969	13.0752	1	0.149267	0.462802
0.611477	44.3404	-1	0.171316	0.15921
-0.147613	53.4462	1	0.17361	-0.00701409
-0.71874	41.1346	-1	0.166768	-0.354961
-0.792876	19.1239	-1	0.150992	-0.596925
0.114362	23.4569	1	0.160166	0.34086
-0.698532	27.0888	-1	0.161567	0.10138
-0.662424	17.6923	1	0.147272	-0.979216
-0.35045	16.4848	-1	0.153341	0.351534
-0.609477	21.8459	1	0.154187	-0.446986
-0.789119	13.093	1	0.14436	-0.442586
-0.197112	45.6565	1	0.169023	-0.274141
0.496708	20.8259	1	0.151958	-0.656624
0.872166	11.5436	1	0.139961	-0.650347
-0.158677	56.7596	1	0.177677	0.427758
0.0701753	57.5232	1	0.171485	-0.517702
-0.415917	58.2161	1	0.170204	-0.753742
-0.458608	22.2479	-1	0.156175	-0.158282
-0.355109	13.7006	1	0.145844	-0.292136
0.26851	26.785	1	0.159753	-0.160703
-0.361953	50.1381	-1	0.170168	-0.3561
0.165256	37.6775	-1	0.161853	-0.856901
-0.224521	18.5279	1	0.147734	-1.00486
-0.671793	50.9041	-1	0.16838	-0.711841
-0.429179	42.6737	1	0.171232	0.249147
0.272207	49.2746	-1	0.172414	0.0308182
-0.59245	25.9986	-1	0.156246	-0.654442
-0.688515	26.0204	1	0.15407	-1.08577
0.100561	17.0644	1	0.150091	-0.304109
0.780249	28.819	1	0.15933	-0.507302
0.13264	48.7915	-1	0.167823	-0.642257
-0.364897	16.4581	1	0.153536	0.405239
0.0850074	57.5825	1	0.176197	0.178528
0.231496	50.5122	-1	0.175572	0.425957
-0.725497	56.8584	1	0.17447	-0.0437089
-0.814448	19.5622	-1	0.150157	-0.798904
-0.776023	28.4559	1	0.163266	0.233141
-0.338931	32.3133	-1	0.159782	-0.740955
0.702174	53.7111	-1	0.172622	-0.178411
-0.82572	48.1347	1	0.171991	0.0311687
0.792693	34.5877	-1	0.165645	-0.00291297
-0.550022	26.0079	-1	0.156804	-0.56902
-0.906183	31.3966	-1	0.157818	-0.704685
-0.948257	20.4511	-1	0.15807	0.211281
0.054336	21.9904	1	0.156847	-0.00788734
-0.347428	27.1943	-1	0.159539	-0.2436
-0.310812	20.0181	1	0.154069	-0.159865
-0.866199	37.5982	-1	0.170619	0.447776
-0.942978	41.6992	1	0.169674	0.041308
-0.829283	12.7639	-1	0.147833	0.306777
-0.771149	14.3694	-1	0.143447	-0.971169
-0.586228	31.985	1	0.165176	0.161415
-0.614511	14.5879	-1	0.147451	-0.235666
-0.216376	14.751	-1	0.151108	0.367099
0.54419	24.314	1	0.155895	-0.502466
0.591273	15.0316	1	0.147348	-0.361227
-0.550382	14.8038	-1	0.143114	-1.08337
-0.938195	39.2233	-1	0.171537	0.296479
-0.947463	28.5535	1	0.157411	-0.378327
-0.790157	48.3952	1	0.174498	0.428897
-0.812051	23.9928	1	0.155488	-0.548137
-0.0707616	25.8186	1	0.160959	0.147031
-0.672153	25.885	1	0.160086	-0.000457017
-0.612284	19.3827	1	0.156833	0.414655
0.626471	34.121	1	0.159387	-1.01334
-0.115069	27.6881	-1	0.163572	0.341205
-0.480706	24.7491	-1	0.160368	0.187321
0.880351	42.9039	1	0.172138	0.303371
-0.0884126	29.832	1	0.16437	0.240074
-0.779027	36.8392	1	0.167931	0.182861
-0.440254	35.3506	1	0.163186	-0.460334
-0.184369	41.1896	1	0.16699	-0.294807
-0.197033	26.6966	-1	0.161278	0.0937463
-0.189388	12.2745	1	0.142695	-0.469964
-0.930253	38.5154	-1	0.167584	-0.00948704
0.947221	38.0427	1	0.173227	0.432469
-0.111882	43.0069	1	0.171934	0.328786
-0.32383	35.2251	1	0.167387	0.210569
-0.372112	29.8231	-1	0.156516	-1.02839
-0.595166	40.939	-1	0.171405	0.401578
0.0561424	37.5593	1	0.161058	-0.983216
-0.876151	19.9272	-1	0.153762	-0.16732
-0.814814	21.7506	-1	0.153255	-0.606578
0.692723	14.8249	1	0.148306	-0.140115
-0.953071	37.4952	-1	0.171385	0.292879
-0.865656	39.5757	1	0.167321	-0.116499
0.321434	23.9972	-1	0.158072	-0.0938441
-0.426847	29.0024	1	0.156164	-1.01898
-0.953291	26.6366	-1	0.1572	-0.257178
-0.927846	40.832	-1	0.164528	-0.41258
-0.925358	49.6262	-1	0.17742	0.465116
-0.284843	39.8402	1	0.164163	-0.650414
0.172338	21.7145	-1	0.151264	-0.898202
-0.131931	17.4863	1	0.146524	-1.02227
0.211239	35.9641	1	0.161841	-0.722376
-0.955778	15.4349	1	0.148744	-0.0857917
-0.0578694	49.0819	-1	0.169037	-0.471176
-0.757768	49.9907	-1	0.170817	-0.271424
0.930772	24.4338	-1	0.160875	0.1859
-0.81566	26.2966	1	0.159803	-0.100068
-0.794204	45.3113	-1	0.170671	-0.0028561
0.621476	11.1012	-1	0.143417	0.0212876
0.220374	18.821	1	0.148603	-0.900933
-0.279282	21.7697	-1	0.151297	-0.915563
-0.746657	20.0329	1	0.154016	-0.187008
-0.294115	49.6641	1	0.17355	0.177977
-0.950833	39.0538	-1	0.170435	0.180998
-0.907463	27.0939	-1	0.164376	0.382893
-0.481867	16.0796	-1	0.150933	0.0422581
-0.343628	11.415	1	0.146477	0.462936
-0.174279	23.0527	-1	0.151938	-0.992073
0.539383	22.8274	-1	0.155512	-0.358889
-0.713062	36.3212	1	0.163876	-0.456114
-0.188865	21.3776	1	0.158411	0.335774
0.466934	20.4487	-1	0.149714	-1.00139
-0.0249232	16.9103	1	0.145373	-1.10262
-0.356262	20.7342	1	0.155042	-0.11602
-0.322437	10.0345	-1	0.136814	-0.838828
-0.631247	25.5365	1	0.156862	-0.508818
0.521791	18.543	-1	0.150924	-0.452402
